,Name,p-value,Corr,Column-Id,Keywords,Signed corr value
3507,PP_Compare_medianf4_swss10_1,2.569889641932512e-20,0.2864150095749197,6078,"['preprocessing,raw,stationarity']",-0.2864150095749197
3508,CO_Embed2_Shapes_tau_circle_01_std,2.480020277721084e-20,0.286390575545606,1969,"['correlation,embedding']",0.286390575545606
3509,CO_Embed2_Shapes_tau_circle_1_hist_ent,2.5029792475366487e-20,0.286361298147404,1990,"['correlation,embedding']",-0.286361298147404
3510,SC_FluctAnal_2_nothing_50_logi_meanssr,2.5947204797846843e-20,0.286246896845489,3893,['scaling'],-0.286246896845489
3511,MF_armax_2_2_05_1_p5_5,2.803754651616315e-20,0.2860004783025061,7355,['model'],-0.2860004783025061
3512,FC_Surprise_dist_50_3_udq_500_max,2.8864036258698334e-20,0.28590801895351875,2352,"['information,symbolic']",0.28590801895351875
3513,CO_Embed2_Basic_tau_stdincircle,2.909459685622563e-20,0.2858826921886173,1582,['correlation'],0.2858826921886173
3514,SC_FluctAnal_2_iqr_50_logi_linfitint,3.0206840217010425e-20,0.2857632320496805,3980,['scaling'],0.2857632320496805
3515,AC_30,3.164581139013656e-20,0.2856149650423446,121,['correlation'],0.2856149650423446
3516,SY_VarRatioTest_2_0_pValue,3.2856944677459706e-20,0.2854952435018665,7551,"['vratiotest,pvalue']",-0.2854952435018665
3517,EN_Randomize_dyndist_statav5fexpa,3.392932049746574e-20,0.28539281996135535,2911,"['entropy,slow,stationarity']",0.28539281996135535
3518,NL_TSTL_PoincareSection_max_mi_maxD,5.429144849739538e-20,0.2852627154468204,5445,"['nonlinear,tstool']",-0.2852627154468204
3519,PH_ForcePotential_sine_3_05_1_ac1,3.6891392745740484e-20,0.28512569411842364,1647,['dynamicalSystem'],0.28512569411842364
3520,EN_mse_1-10_2_015_diff1_sampen_s8,4.2059011463978646e-20,0.2847067197668477,2770,"['entropy,sampen,controlen,mse']",0.2847067197668477
3521,ST_MomentCorr_002_02_mean_std_sqrt_density,4.3634218591426806e-20,0.28458908331895894,7707,['statistics'],-0.28458908331895894
3522,SB_TransitionMatrix_4ac_TD1,4.4024291784784423e-20,0.2845606003510648,1413,"['symbolic,transitionmat']",-0.2845606003510648
3523,FC_LocalSimple_lfit5_tauresrat,4.640209543798178e-20,0.284392183898434,3126,['forecasting'],-0.284392183898434
3524,FC_Surprise_dist_20_2_q_500_lq,4.860877489993274e-20,0.2842433414384705,2243,"['information,symbolic']",-0.2842433414384705
3525,DN_SimpleFit_gauss2_r2_hsqrt,5.850298492318869e-20,0.2841956566922498,3152,"['distribution,gof,gauss2']",-0.2841956566922498
3526,MF_StateSpace_n4sid_3_05_1_x0mod,4.998439194654032e-20,0.2841538932686634,7207,['model'],-0.2841538932686634
3527,PP_Compare_medianf3_swss5_2,6.777940434716115e-20,0.283448201446436,6046,"['preprocessing,raw,stationarity']",-0.283448201446436
3528,SB_TransitionMatrix_3ac_stdeigcov,6.517065635563507e-20,0.28330191887192957,1412,"['symbolic,transitionmat']",0.28330191887192957
3529,SY_RangeEvolve_nuql100,6.7722084233102e-20,0.2831783476134762,2221,['stationarity'],-0.2831783476134762
3530,MD_pNN_raw_pnn70,7.384352395014099e-20,0.28289966893017876,7740,"['medical,raw,spreaddep']",-0.28289966893017876
3531,FC_LocalSimple_mean4_gofr2,7.612730625183864e-20,0.2828015051605666,3022,['forecasting'],-0.2828015051605666
3532,SY_SlidingWindow_mom3_ent10_1,7.780867544582668e-20,0.2827310749720411,668,['stationarity'],-0.2827310749720411
3533,AC_22,7.848300076564011e-20,0.28270324955135934,113,['correlation'],0.28270324955135934
3534,jbtest,8.143026858356327e-20,0.2825843392909245,961,"['hypothesistest,raw']",-0.2825843392909245
3535,NL_TSTL_ReturnTime_5_1_40_n1_1_8_rangecgdist,8.525757181782464e-20,0.28243610919697865,5649,"['nonlinear,tstool']",0.28243610919697865
3536,DN_RemovePoints_max_01_sumabsacfdiff,9.191978639883599e-20,0.2821930947328326,1765,"['correlation,outliers']",-0.2821930947328326
3537,MD_pNN_raw_pnn90,9.223656418041532e-20,0.2821819771574327,7742,"['medical,raw,spreaddep']",-0.2821819771574327
3538,MD_pNN_raw_pnn80,9.253791353544868e-20,0.2821714359717214,7741,"['medical,raw,spreaddep']",-0.2821714359717214
3539,AC_35,1.0652203726041356e-19,0.281716196251642,126,['correlation'],0.281716196251642
3540,CO_StickAngles_y_symks_n,1.0897778692133952e-19,0.2816423893322437,1856,['correlation'],0.2816423893322437
3541,EN_PermEn_3_ac_normPermEn,1.1306433932251506e-19,0.2815231326300399,924,['entropy'],-0.2815231326300399
3542,AC_39,1.154048970431757e-19,0.2814567303011005,130,['correlation'],0.2814567303011005
3543,SY_KPSStest_2_pValue,1.2416575836297173e-19,0.2812194550689548,7586,"['stationarity,hypothesistest,pvalue']",-0.2812194550689548
3544,MF_AR_arcov_3_res_AC1,1.324108572623138e-19,0.28101078069684543,3851,"['model,gof']",-0.28101078069684543
3545,PH_ForcePotential_dblwell_2_005_02_pcross,1.3249797002983673e-19,0.28100864513049695,1620,['dynamicalSystem'],-0.28100864513049695
3546,SB_TransitionMatrix_3ac_maxeigcov,1.3593805702095793e-19,0.28092540058579596,1410,"['symbolic,transitionmat']",0.28092540058579596
3547,CO_StickAngles_y_ac2_n,1.4062159536700284e-19,0.28081534765779376,1887,['correlation'],0.28081534765779376
3548,CO_Embed2_tau_arearat,1.4235731897984749e-19,0.28077547825270155,1938,"['correlation,embedding']",0.28077547825270155
3549,SB_MotifThree_diffquant_cbba,1.4823790634301372e-19,0.2806438795919458,3818,"['symbolic,motifs']",-0.2806438795919458
3550,SB_BinaryStats_iqr_diff21stretch0,1.4877854867562546e-19,0.2806320405311558,3497,"['distribution,stationarity']",0.2806320405311558
3551,CO_AddNoise_1_std1_10_firstUnder75,1.517176952323556e-19,0.2805684122407538,1223,"['correlation,AMI,entropy']",-0.2805684122407538
3552,SB_TransitionpAlphabet_40_1_trfexp_rmse,1.570558250412943e-19,0.2804558991868409,1457,"['symbolic,transitionmat']",-0.2804558991868409
3553,EX_MovingThreshold_1_01_stdq,1.5955348523156508e-19,0.28040454513425433,3446,['outliers'],-0.28040454513425433
3554,FC_Surprise_dist_50_3_q_500_max,1.6027722032232028e-19,0.28038981268556024,2248,"['information,symbolic']",0.28038981268556024
3555,SY_SpreadRandomLocal_50_100_meankurt,1.6344390469045822e-19,0.2803261137817676,2113,['stationarity'],-0.2803261137817676
3556,FC_LocalSimple_lfit4_gofr2,1.672669755727e-19,0.2802508144665022,3112,['forecasting'],-0.2802508144665022
3557,SB_MotifThree_diffquant_ccb,1.695437484661688e-19,0.28020677376461256,3749,"['symbolic,motifs']",0.28020677376461256
3558,SY_SlidingWindow_mom4_ent5_2,1.7040069691825864e-19,0.2801903483932036,689,['stationarity'],-0.2801903483932036
3559,AC_34,1.714888239802106e-19,0.28016960901011784,125,['correlation'],0.28016960901011784
3560,MD_pNN_raw_pnn60,1.7272244900265983e-19,0.28014625294590945,7739,"['medical,raw,spreaddep']",-0.28014625294590945
3561,SY_SlidingWindow_mom4_ent5_1,1.7583008617194518e-19,0.2800881382894604,688,['stationarity'],-0.2800881382894604
3562,MD_pNN_raw_pnn50,1.7873484185517271e-19,0.28003472679169683,7738,"['medical,raw,spreaddep']",-0.28003472679169683
3563,MF_StateSpace_n4sid_2_05_1_p3_5,1.83438482617502e-19,0.27995002822748005,7172,['model'],-0.27995002822748005
3564,SB_TransitionMatrix_5ac_TD5,2.0240951387310313e-19,0.2796288694900868,1433,"['symbolic,transitionmat']",-0.2796288694900868
3565,CO_AddNoise_ac_quantiles_10_fitlina,2.032859892066822e-19,0.27961475929244783,1177,"['correlation,AMI,entropy']",-0.27961475929244783
3566,FC_Surprise_dist_50_3_udq_500_uq,2.0486586884561206e-19,0.2795894760742885,2356,"['information,symbolic']",0.2795894760742885
3567,SB_TransitionMatrix_3ac_sumdiagcov,2.0524305477636473e-19,0.2795834683197124,1405,"['symbolic,transitionmat']",0.2795834683197124
3568,FC_Surprise_T2_100_tau_m2quad_500_max,2.079422556366228e-19,0.2795407911495599,2510,"['information,symbolic']",0.2795407911495599
3569,SP_Summaries_fft_logdev_linfitloglog_hf_a2,2.1996196078994113e-19,0.27949166620766563,4577,['spectral'],-0.27949166620766563
3570,SB_MotifThree_diffquant_caa,2.1581818725240552e-19,0.27941931900764383,3742,"['symbolic,motifs']",-0.27941931900764383
3571,MF_armax_2_2_05_1_ac1,2.1827512074748533e-19,0.27938231905861305,7356,['model'],0.27938231905861305
3572,CO_Embed2_tau_eucds3,2.2376300855383905e-19,0.2793011371664611,1929,"['correlation,embedding']",-0.2793011371664611
3573,PD_PeriodicityWang_th0.1,2.338554237057651e-19,0.2791568412273598,1585,"['periodicity,spline']",0.2791568412273598
3574,SP_Summaries_fft_logdev_fpoly2csS_p3,2.4646777236444244e-19,0.27911926639801904,4553,['spectral'],0.27911926639801904
3575,PP_Compare_resample_1_2_kscn_peaksepy,2.563365204194694e-19,0.2788563413660484,6272,"['preprocessing,raw']",0.2788563413660484
3576,PP_Compare_rav10_swss10_1,2.709446047296493e-19,0.2788089268727396,6233,"['preprocessing,raw,stationarity']",-0.2788089268727396
3577,PH_Walker_biasprop_05_01_w_max,2.8302178648400656e-19,0.27853170725563664,2604,['trend'],0.27853170725563664
3578,SY_SlidingWindow_mom4_ent5_10,2.990396385955372e-19,0.27835105602116234,690,['stationarity'],-0.27835105602116234
3579,SY_SlidingWindow_mom3_ent10_2,3.0884827830165944e-19,0.278245088088235,669,['stationarity'],-0.278245088088235
3580,NL_DVV_3_100_2_50_10_default_rmsDiffSurr,3.096655014288321e-19,0.2782364095752465,1032,['delayVectorVariance'],-0.2782364095752465
3581,SB_TransitionMatrix_3ac_mineig,3.1441437004033957e-19,0.27818642171930635,1408,"['symbolic,transitionmat']",-0.27818642171930635
3582,CO_Embed2_Basic_1_parabup01,3.1675442014264244e-19,0.2781620630180368,1531,['correlation'],0.2781620630180368
3583,NW_VisibilityGraph_horiz_propmode,3.212315227690944e-19,0.27811594947769025,1994,"['network,visibilityGraph']",0.27811594947769025
3584,FC_Surprise_dist_100_4_udq_500_max,3.403543029595967e-19,0.2779258713840778,2360,"['information,symbolic']",0.2779258713840778
3585,SC_FluctAnal_sign_2_dfa_50_2_logi_logtausplit,3.6129769634196313e-19,0.277729424242307,4226,['scaling'],0.277729424242307
3586,SB_TransitionMatrix_5ac_mineig,4.0221531849035366e-19,0.2773760842064523,1441,"['symbolic,transitionmat']",-0.2773760842064523
3587,SB_MotifThree_quantile_aab,4.044660801923518e-19,0.27735769158839707,3605,"['symbolic,motifs']",-0.27735769158839707
3588,MF_steps_ahead_arma_3_1_6_ndown,4.0538469766036455e-19,0.2773502138896342,6971,"['model,prediction']",-0.2773502138896342
3589,MD_pNN_raw_pnn40,4.1364774155970133e-19,0.27728369301568023,7737,"['medical,raw,spreaddep']",-0.27728369301568023
3590,SY_LocalGlobal_AC1_l500,4.237750691004926e-19,0.27720392912593633,845,['stationarity'],-0.27720392912593633
3591,SB_TransitionpAlphabet_20_ac_stdeigfexp_a,4.40265499169626e-19,0.2770779873903272,1500,"['symbolic,transitionmat']",-0.2770779873903272
3592,CO_StickAngles_y_symks_p,4.649768087746781e-19,0.2768977138818728,1854,['correlation'],0.2768977138818728
3593,NW_VisibilityGraph_horiz_kac3,4.954912534258803e-19,0.27668771781841267,2028,"['network,visibilityGraph']",0.27668771781841267
3594,SY_SlidingWindow_mom3_ent10_10,4.965475379890463e-19,0.2766806791708053,670,['stationarity'],-0.2766806791708053
3595,NL_crptool_fnn_10_2_1_firstunder08,5.073102130227283e-19,0.2766097914091218,4677,"['nonlinear,dimension,crptool']",-0.2766097914091218
3596,NL_TISEAN_c1_1_1_7_002_05_maxd,8.381876150439104e-19,0.27654747602668645,4937,"['nonlinear,tisean,dimension,entropy']",-0.27654747602668645
3597,HT_DistributionTest_lillie_norm,5.192847998887575e-19,0.2765326441932652,1016,"['hypothesistest,distribution,lillie,raw']",-0.2765326441932652
3598,EN_wentropy_logenent,5.426518533015267e-19,0.27638702648276525,856,['entropy'],0.27638702648276525
3599,SP_Summaries_fft_logdev_fpolysat_a,5.73451057625399e-19,0.2763373903252071,4557,['spectral'],0.2763373903252071
3600,SB_MotifThree_diffquant_baa,5.603920937868415e-19,0.27628054629401677,3733,"['symbolic,motifs']",0.27628054629401677
3601,SB_MotifThree_diffquant_abb,5.810880924359295e-19,0.276160448953489,3728,"['symbolic,motifs']",-0.276160448953489
3602,SP_Summaries_fft_logdev_statav3_s,6.073026254093001e-19,0.276147283571904,4604,['spectral'],0.276147283571904
3603,NL_TISEAN_c1_1_1_7_002_05_maxmd,1.0341759252545445e-18,0.2758432049230859,4939,"['nonlinear,tisean,dimension,entropy']",-0.2758432049230859
3604,EN_DistributionEntropy_ks_01_0,6.561935535056998e-19,0.27575747768474707,874,['entropy'],-0.27575747768474707
3605,DN_RemovePoints_absclose_08_std,6.917150633292226e-19,0.27558249822686653,1705,"['correlation,outliers']",-0.27558249822686653
3606,MF_armax_2_2_05_1_dwts,7.109565775526666e-19,0.27549138007092494,7366,['model'],-0.27549138007092494
3607,EX_MovingThreshold_1_002_stdq,7.12987783339389e-19,0.27548190361413216,3457,['outliers'],-0.27548190361413216
3608,PP_Compare_rav2_kscn_peaksepy,7.435549103781884e-19,0.2753424230342008,6148,"['preprocessing,raw']",0.2753424230342008
3609,PP_Compare_rav10_swss5_1,8.378486175486675e-19,0.27521059616803195,6231,"['preprocessing,raw,stationarity']",-0.27521059616803195
3610,NW_VisibilityGraph_norm_ol90,8.000583505293583e-19,0.27509887020717627,2040,"['network,visibilityGraph']",0.27509887020717627
3611,FC_Surprise_dist_20_2_q_500_max,8.388472441394206e-19,0.2749413059087032,2240,"['information,symbolic']",0.2749413059087032
